0.0761,0.1123,0.2718,1.6074
0.0476,0.0688,1.2431,1.5810
0.0354,0.1039,1.3398,1.7666
0.0516,0.0677,0.1249,1.7451
0.0379,0.0819,0.0975,1.6748
0.0387,0.7470,0.0653,1.7421
0.0334,0.1171,0.2912,1.6650
0.0358,0.0662,0.0892,1.7558
0.0398,0.1287,0.1800,1.6787
0.0363,0.0713,0.0950,1.7207
0.0438,0.0526,0.1466,1.3753
0.0375,0.0634,0.1966,1.9814
0.0626,0.0496,0.1091,1.8032
0.0708,0.1233,0.2280,1.4277
0.3000,0.0927,1.2734,1.7900
0.0805,0.2763,0.4594,1.5937
0.2866,0.0433,0.0863,1.6201
0.0461,0.1154,0.2429,1.5878
0.2611,0.0511,0.1085,2.2343
0.0760,0.1373,0.2304,2.0683
0.0619,0.0687,0.2001,1.3222
0.0476,0.1284,0.3332,1.6884
0.0311,0.0709,0.1839,2.4072
0.2670,0.1119,0.1909,1.3173
0.0397,0.0775,0.1246,2.0690
0.0327,0.2374,0.3432,1.8476
0.0625,0.0857,0.4001,1.7841
0.0477,0.0717,0.1408,2.0859
0.3083,0.6293,0.1937,1.5
0.0491,0.0565,0.0902,1.8315
0.0439,0.0628,0.0817,1.9218
0.0564,0.0938,0.3055,2.2122
0.0377,0.0645,0.2011,1.9947
0.2409,0.7631,1.6513,1.7900
0.0336,0.1287,0.1138,1.4814
0.0398,0.0727,0.1541,1.4514
0.0416,0.7202,0.0944,1.7275
0.0356,0.0830,0.1864,1.3769
0.0491,0.0909,0.1051,1.2924
0.2937,0.0797,0.0951,1.6240
0.1351,0.1041,0.1776,1.9863
0.0409,0.0556,0.0952,1.6396
0.0330,0.0889,0.1303,1.1435
0.0422,0.0613,0.1673,1.8281
0.0342,0.0931,0.1211,1.8564
0.0346,0.0788,0.1900,1.3710
0.0913,0.0591,0.1124,1.5986
0.0350,0.0985,0.1568,1.7021
0.0295,0.0566,0.0690,1.4912
0.3111,0.1108,0.1004,1.4882
0.0479,0.1176,0.1888,1.7646
0.0487,0.1134,0.1617,1.3173
0.0468,0.0574,0.0721,1.8515
0.0374,0.0742,0.1196,1.9140
0.0397,0.0715,0.1162,1.9570
0.3082,0.6943,1.2084,1.5927
0.0431,0.0840,0.1679,1.5087
0.3107,0.0562,0.0976,1.5932
0.0384,0.0643,0.1824,1.5527
0.3325,0.7431,1.2548,1.4453
0.0543,0.0670,0.0890,1.3398
0.0332,0.0713,0.0933,1.5234
0.1444,0.0737,0.1815,1.9560
0.0462,0.0844,0.1358,2.3085
0.0326,0.1130,0.2807,2.0273
0.0347,0.0527,0.3137,1.6289
0.0425,0.1154,0.1791,2.0859
0.0379,0.1119,0.0805,1.5683
0.2897,0.0834,1.0439,1.9658
0.1810,0.7465,1.5664,2.2929
0.2951,0.7856,0.0949,1.3603
0.0386,0.0808,0.1062,1.4970
0.1053,0.8286,1.3720,1.5263
0.0436,0.0677,0.1573,1.3769
0.2883,0.1229,0.2600,1.3642
0.0383,0.0545,0.0889,1.4677
0.0400,0.1898,0.6987,1.4189
0.0292,0.0537,0.0859,1.6835
0.0307,0.7949,0.5913,1.4472
0.0315,0.0625,0.1042,2.3593
0.0674,0.1865,0.4575,2.3144
0.2884,0.1214,0.1505,2.1718
0.0601,0.2824,0.3833,2.0117
0.0346,0.0646,0.1276,2.1474
0.0624,0.0929,0.3088,1.8798
0.2827,0.8625,1.6083,1.6655
0.2902,0.8613,1.4892,1.9296
0.3107,0.0686,0.3227,1.5190
0.0345,0.0741,0.0968,1.4541
0.0737,0.0744,0.1369,1.6259
0.0540,0.3148,0.6213,2.5449
0.0435,0.0731,0.1034,2.1601
0.0322,0.0598,0.1582,1.5078
0.0435,0.0848,0.0818,1.3164
0.0350,0.0561,0.0745,1.9345
0.0535,0.0908,0.1779,2.1904
0.0394,0.0812,0.1140,1.4262
0.0435,0.0980,0.1038,1.8876
0.2958,0.1090,0.1339,1.5087
0.0611,0.0832,0.1802,2.9804
0.0447,0.0825,0.1337,1.4169
0.0389,0.0565,0.0948,1.5869
0.0431,0.0915,0.0835,1.7685
0.0348,0.0684,0.1804,1.4150
0.0389,0.0977,0.1363,1.3251
0.0439,0.0754,0.2645,1.7197
0.0356,0.1670,0.4822,1.6158
0.0558,0.0742,0.2055,1.3583
0.0287,0.1057,0.1239,1.8046
0.0313,0.0616,0.1281,2.0278
0.0365,0.0694,0.1025,1.9801
0.0524,0.7387,1.4541,1.9775
0.0592,0.1071,0.1453,1.5200
0.0421,0.0836,0.1826,1.4404
0.0489,0.0576,0.0670,1.2685
0.3085,0.0835,0.1534,1.7373
0.0430,0.0602,0.0975,1.5126
0.3188,0.0781,0.0895,1.4482
0.0328,0.0590,0.0847,1.5800
0.0397,0.0578,0.5126,1.8476
0.0337,0.0601,0.0839,2.0878
0.0331,0.0782,0.1121,1.9921
0.0484,0.0717,0.0859,1.8261
0.0348,0.0520,0.0677,1.5283
0.3045,0.8107,1.4130,1.6132
0.0534,0.0555,0.0869,1.3056
0.0390,0.0724,0.0849,1.6962
0.0442,0.8237,0.6499,1.5605
0.0310,0.1130,0.1796,1.6289
0.0710,0.7421,1.4619,1.8076
0.0371,0.0809,0.1441,2.2636
0.0318,0.0609,0.0760,1.8652
0.3090,0.0681,0.1057,1.5605
0.0847,0.8085,1.3222,1.8916
0.0361,0.0938,0.1342,1.5458
0.0282,0.4475,0.1776,1.7031
0.0364,0.0477,0.0842,1.6113
0.0299,0.0588,0.0658,1.9794
0.0404,0.0838,1.0771,1.4804
0.2631,0.8359,1.6132,2.2402
0.0778,0.4837,0.1757,2.0104
0.0572,0.1461,0.3186,0.1811
0.0503,0.1783,0.3542,1.5039
0.0397,0.0751,0.0910,1.5390
0.0450,0.0596,0.1146,1.6435
0.0346,0.0554,0.1569,2.2167
0.0332,0.0538,0.0779,1.5039
0.0465,0.2121,0.4394,2.3105
0.0413,0.0619,0.0685,1.3037
0.2944,0.0755,0.3175,2.0976
0.2854,0.1124,0.1802,1.8398
0.2844,0.0836,0.1341,1.5019
0.0740,0.0841,0.1511,1.5136
0.0464,0.0961,0.2333,1.3120
0.0435,0.0708,0.0939,1.8095
0.0409,0.2548,0.3474,1.2880
0.0390,0.0738,0.1690,2.5269
0.0575,0.0841,0.1829,1.8173
0.0349,0.0580,0.0760,1.2724
0.0377,0.8403,0.3383,1.4339
0.0361,0.0922,0.1110,1.9990
0.0383,0.8022,0.0785,1.6474
0.0408,0.0763,0.0807,1.8046
0.0354,0.0584,0.1260,1.5908
0.0268,0.0575,0.1035,1.7636
0.0344,0.1221,1.0693,1.7089
0.2009,0.5791,2.0195,2.0957
0.0320,0.0681,0.1390,2.0449
0.0415,0.0665,0.1076,1.9658
0.0523,0.1096,0.6235,1.6826
0.0409,0.0585,0.1218,1.7089
0.0296,0.1026,0.1259,1.3710
0.0331,0.0911,0.0955,1.3447
0.0677,0.1119,0.1482,1.7392
0.0386,0.0657,0.0941,2.2656
0.0432,0.1079,0.1384,1.4555
0.0438,0.1099,0.1347,1.6660
0.0315,0.0780,0.0834,1.4970
0.3027,0.2810,0.5549,1.7832
0.0746,0.7246,1.8925,1.8818
0.0341,0.0895,0.1533,1.9414
0.2712,0.0727,0.1402,1.9238
0.0447,0.0755,0.1049,1.5410
0.3068,0.8128,1.7688,1.8004
0.0354,0.0538,0.0835,1.7597
0.0552,0.0598,0.0958,1.3906
0.0444,0.1104,0.2675,1.8632
0.0404,0.0575,0.1315,2.3408
0.0642,0.0892,0.3122,0.2325
0.0395,0.0757,0.2329,2.3828
0.0319,0.0786,0.0922,1.9282
0.0446,0.0964,0.1558,2.2207
0.0317,0.0702,0.1555,1.5986
0.2939,0.7265,1.7568,1.6757
0.0407,0.0954,0.0916,2.1367
0.0306,0.0591,0.1094,1.3115
0.0500,0.0645,0.1057,1.6933
0.0301,0.0522,0.0786,1.6923
0.0355,0.0573,0.0632,1.8564
0.0377,0.0580,0.1618,1.5268
0.0302,0.0560,0.9516,2.1621
0.0572,0.1475,0.2336,1.8183
0.0494,0.1292,0.1817,1.9023
0.0519,0.1154,0.1401,1.8974
0.0391,0.0598,0.0950,1.8574
0.3398,0.8007,1.4287,1.5634
0.3041,0.0472,0.0917,1.9179
0.0875,0.8359,1.2988,2.0371
0.0399,0.0775,1.5673,1.3906
0.0428,0.1998,0.1677,1.5966
0.0483,0.0805,0.0930,1.7568
0.0342,0.0737,0.1685,1.9355
0.3110,0.7519,1.8095,1.7919
0.0385,0.0831,0.1031,1.6562
0.0351,0.0691,0.0862,1.5214
0.0500,0.0679,0.0881,1.6064
0.0437,0.1638,0.3050,1.7841
0.0447,0.2707,0.3109,1.7036
0.2105,0.7670,1.6787,1.7363
0.0490,0.0785,0.1120,1.6572
0.0693,0.1082,0.1774,1.8261
0.0662,0.0876,0.1197,1.7407
0.2775,0.9252,1.9082,1.6386
0.2651,0.0564,0.0794,2.1425
0.0717,0.1027,0.1981,1.5820
0.0363,0.0761,0.0594,1.9284
0.0527,0.0777,0.0827,1.7333
0.0306,0.1615,0.1845,1.7941
0.0453,0.1230,0.1759,2.2695
0.0457,0.0728,0.0889,1.6503
0.0425,0.8364,2.3203,2.2412
0.0499,0.1535,0.1972,1.1279
0.0424,0.0537,0.1086,2.0039
0.0484,0.0441,0.0692,1.2744
0.0578,0.0968,0.2397,2.1943
0.0480,0.0647,0.0750,1.4736
0.0415,0.0780,0.2069,1.9204
0.0582,0.0721,0.1604,1.6318
0.0455,0.1239,0.0873,1.9833
0.0520,0.0894,0.1173,1.7783
0.0346,0.1375,0.2624,1.8515
0.0293,0.0871,0.1260,1.4863
0.2944,0.0660,0.1281,1.6806
0.0394,0.0805,0.0888,1.6347
0.0408,0.0788,0.1293,1.4902
0.0312,0.0523,0.1096,1.6386
0.1687,0.2224,0.2133,0.0883
0.0750,0.0828,0.1004,1.5175
0.0367,0.0686,0.8540,1.8642
0.0434,0.0620,0.1164,2.1123
0.2778,0.0861,0.1270,2.0488
0.0358,0.0639,0.0887,2.1035
0.0508,0.0649,0.0910,1.8183
0.0505,0.0579,0.1079,2.3417
0.2961,0.0795,0.0918,2.2714
0.0395,0.1062,0.1684,1.7861
0.0379,0.0895,0.3187,1.25
0.0494,0.0679,0.3892,1.5874
0.0568,0.0632,0.2044,2.5566
0.0684,0.8613,0.1922,2.5292
0.2600,0.8059,1.8271,1.6987
0.0426,0.0590,0.0697,1.5273
0.0355,0.0717,0.1796,1.4394
0.0381,0.0704,0.2436,1.7136
0.0487,0.2846,0.0946,1.5229
0.0266,0.0594,0.0947,1.9254
0.2514,0.8051,1.7626,1.6660
0.0466,0.7460,1.2871,1.6113
0.0460,0.0606,0.1130,1.5180
